VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T04:35:49.997933+00:00,,,0,2023-01-19 22:20:21.900338+00:00,2025-12-21T02:39:38.332069Z,8,,16384,327,1,1,102407,,,,,,,172.21.65.11,dvportgroup-1655,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,202198,102182,20062,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-04] P-WORDPRESS-OL-02/P-WORDPRESS-OL-02.vmx,[FS1-P-ESX-VM-04] P-WORDPRESS-OL-02/,[FS1-P-ESX-VM-04] P-WORDPRESS-OL-02/,[FS1-P-ESX-VM-04] P-WORDPRESS-OL-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Red Hat Enterprise Linux 7 (64-bit),,,,vm-8076,423414c0-d2fd-6610-0b97-5225cade89ec,423414c0-d2fd-6610-0b97-5225cade89ec,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034733e-11f1-b8f3-fc94-d39edc6e2697
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T04:41:46.997933+00:00,,,0,2025-04-08 22:21:19.631454+00:00,2025-12-21T02:50:10.231666Z,8,,24576,245,1,1,102400,,,,,,,172.21.64.102,dvportgroup-8452,,,,,,,,,,Resources,group-v25,SEGURIDAD-VM-TEST,,,notConfigured,,,,,,229471,130388,105717,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-04] T-THALES-TKN-01/T-THALES-TKN-01.vmx,[FS1-P-ESX-VM-04] T-THALES-TKN-01/,[FS1-P-ESX-VM-04] T-THALES-TKN-01/,[FS1-P-ESX-VM-04] T-THALES-TKN-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Ubuntu Linux (64-bit),,,,vm-9034,4206bee6-d678-1533-368a-c78371f0f883,4206bee6-d678-1533-368a-c78371f0f883,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,500650da-53b8-5fc8-ed56-36aa6cbb5dd7
dvportgroup-1650,poweredOn,False,,,,connected,running,,False,2025-11-04T04:40:42.997933+00:00,,,0,2023-01-13 23:29:16.862954+00:00,2025-12-21T02:39:34.59037Z,2,,2048,1085,1,2,32775,,,,,,,172.21.74.247,dvportgroup-1650,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,46120,34569,32436,,,,,,,0,10000,False,False,False,False,efi,vmx-21,,,,[FS1-P-ESX-VM-05] P-ZB-PROXY-02/P-ZB-PROXY-02.vmx,[FS1-P-ESX-VM-05] P-ZB-PROXY-02/,[FS1-P-ESX-VM-05] P-ZB-PROXY-02/,[FS1-P-ESX-VM-05] P-ZB-PROXY-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-527,42344a6d-e340-979d-d1b5-f8ba1d8e7c1f,42344a6d-e340-979d-d1b5-f8ba1d8e7c1f,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50341208-47f5-5baa-1c12-74480fc0692b
dvportgroup-1650,poweredOn,False,,,,connected,running,,False,2025-11-04T04:40:48.997933+00:00,,,0,2025-06-06 16:25:26.761426+00:00,2025-12-21T02:39:33.182133Z,3,,8192,81,1,1,51200,,,,,,,172.21.74.231,dvportgroup-1650,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,59477,59477,51200,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-04] P-ZB-PROXY-OL9-01/P-ZB-PROXY-OL9-01.vmx,[FS1-P-ESX-VM-04] P-ZB-PROXY-OL9-01/,[FS1-P-ESX-VM-04] P-ZB-PROXY-OL9-01/,[FS1-P-ESX-VM-04] P-ZB-PROXY-OL9-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-11263,420628e0-c64b-ea62-e3cc-994cbf15b70d,420628e0-c64b-ea62-e3cc-994cbf15b70d,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50065c39-093f-8db0-3199-acd64d4951a5
dvportgroup-1651,poweredOn,False,,,,connected,running,,False,2025-11-04T04:22:35.997933+00:00,,,0,2024-02-01 21:30:29.340007+00:00,2025-12-22T17:47:11.822327Z,4,,16384,327,2,1,30727,,,,,,,172.21.75.12,dvportgroup-1648,dvportgroup-1651,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,78163,56293,23425,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-04] P-NSS-02/P-NSS-02.vmx,[FS1-P-ESX-VM-04] P-NSS-02/,[FS1-P-ESX-VM-04] P-NSS-02/,[FS1-P-ESX-VM-04] P-NSS-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-8037,4234c5b7-cce9-39bd-49c0-c48b725c6288,4234c5b7-cce9-39bd-49c0-c48b725c6288,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034aa2b-1197-3c11-388e-27ff34d8f64c
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T05:52:02.997933+00:00,,,0,2025-03-26 14:03:22.411193+00:00,2025-12-23T19:06:57.599583Z,8,,8192,983,1,1,61440,,,,,,,172.21.64.11,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,69735,69735,61440,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-06] T-DB-GALERA-0L95-01/T-DB-GALERA-0L95-01.vmx,[FS1-P-ESX-VM-06] T-DB-GALERA-0L95-01/,[FS1-P-ESX-VM-06] T-DB-GALERA-0L95-01/,[FS1-P-ESX-VM-06] T-DB-GALERA-0L95-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8616,4206ddf0-7bc0-42de-0a36-b619ab941fd6,4206ddf0-7bc0-42de-0a36-b619ab941fd6,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006bb5f-0fcd-e6a2-3454-e63dc6f1ec4d
dvportgroup-1644,poweredOn,False,,,,connected,running,,False,2025-11-20T21:46:26.997933+00:00,,,0,2023-04-28 18:59:20.475886+00:00,2025-12-21T02:26:15.286633Z,4,,8192,737,1,1,112647,,,,,,,172.21.79.14,dvportgroup-1644,,,,,,,,,,Resources,group-v26,Discovered virtual machine,,,notConfigured,,,,,,233373,136184,95113,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-08] P-HUBI-PYTHON-OLNX-01/P-HUBI-PYTHON-OLNX-01.vmx,[FS1-P-ESX-VM-08] P-HUBI-PYTHON-OLNX-01/,[FS1-P-ESX-VM-08] P-HUBI-PYTHON-OLNX-01/,[FS1-P-ESX-VM-08] P-HUBI-PYTHON-OLNX-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-1323,423475c2-6231-63ea-61fc-de07f8acd46b,423475c2-6231-63ea-61fc-de07f8acd46b,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034e5c2-6ef5-62f7-9165-5df9e8425add
dvportgroup-1652,poweredOn,False,,,,connected,running,,False,2025-11-11T18:46:01.997933+00:00,,,0,2025-02-24 16:13:37.595184+00:00,2025-11-30T00:00:31.116467Z,2,,3072,921,1,1,40960,,,,,,,172.21.77.30,dvportgroup-1652,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,140035,114374,98895,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-04] P-APP-INFOREDESTI-01/P-APP-INFOREDESTI-01.vmx,[FS1-P-ESX-VM-04] P-APP-INFOREDESTI-01/,[FS1-P-ESX-VM-04] P-APP-INFOREDESTI-01/,[FS1-P-ESX-VM-04] P-APP-INFOREDESTI-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-8110,42063c2f-cc64-78cc-6e78-ca4ddb6fdde7,42063c2f-cc64-78cc-6e78-ca4ddb6fdde7,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006edce-bde2-6923-63e0-572cde33a6aa
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T05:05:32.997933+00:00,,,0,2024-03-14 17:08:34.486128+00:00,2025-12-09T22:01:52.036142Z,8,,8192,983,1,1,81935,,,,,,,172.21.65.24,dvportgroup-1655,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,218475,149681,116735,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-03] P-ARBITRAJE-01/P-ARBITRAJE-01.vmx,[FS1-P-ESX-VM-03] P-ARBITRAJE-01/,[FS1-P-ESX-VM-03] P-ARBITRAJE-01/,[FS1-P-ESX-VM-03] P-ARBITRAJE-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,CentOS 4/5 (64-bit),,,,vm-8063,423415d5-b36f-5b03-fc23-4452b4fb995c,423415d5-b36f-5b03-fc23-4452b4fb995c,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50342e44-7afe-f353-6fa9-b7b22c75a3bc
dvportgroup-1655,poweredOn,False,,,,connected,running,,False,2025-11-04T04:34:35.997933+00:00,,,0,2023-01-19 22:19:33.942901+00:00,2025-12-21T02:39:45.686083Z,4,,8192,573,1,2,215054,,,,,,,172.21.65.10,dvportgroup-1655,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,320487,114541,73471,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-03] P-WORDPRESS-OL-01/P-WORDPRESS-OL-01.vmx,[FS1-P-ESX-VM-03] P-WORDPRESS-OL-01/,[FS1-P-ESX-VM-03] P-WORDPRESS-OL-01/,[FS1-P-ESX-VM-03] P-WORDPRESS-OL-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-8043,42344140-da18-e992-b982-9d5079604230,42344140-da18-e992-b982-9d5079604230,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5034b711-1de6-b8e6-16b7-eeb5264af375
dvportgroup-1656,poweredOn,False,,,,connected,running,,False,2025-11-04T04:45:05.997933+00:00,,,0,2023-05-02 20:32:59.027700+00:00,2025-12-20T08:03:19.024265Z,16,,32768,983,4,1,163840,,,,,,,172.21.73.254,dvportgroup-1656,dvportgroup-1656,dvportgroup-1656,dvportgroup-1656,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,188547,188547,163840,,,,,,,0,10000,False,False,False,False,bios,vmx-10,,,,[FS1-P-ESX-VM-04] P-IMP-GW-WAF-02/P-IMP-GW-WAF-02.vmx,[FS1-P-ESX-VM-04] P-IMP-GW-WAF-02/,[FS1-P-ESX-VM-04] P-IMP-GW-WAF-02/,[FS1-P-ESX-VM-04] P-IMP-GW-WAF-02/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Red Hat Enterprise Linux 7 (64-bit),,,,vm-8102,4234bf1d-a3d6-6fdf-bf02-13c029de2aef,4234bf1d-a3d6-6fdf-bf02-13c029de2aef,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50349212-063a-37bb-f5d0-65d66d75a8ab
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-09-02T16:40:31.997933+00:00,,,0,2025-05-22 01:30:23.780451+00:00,2025-12-21T02:38:55.105524Z,4,,4096,860,1,1,87040,,,,,,,172.21.64.15,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,91223,91223,87040,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-01] P-MONITOREO-UCS/P-MONITOREO-UCS.vmx,[FS1-P-ESX-VM-01] P-MONITOREO-UCS/,[FS1-P-ESX-VM-01] P-MONITOREO-UCS/,[FS1-P-ESX-VM-01] P-MONITOREO-UCS/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-10203,4206d0f2-bac5-4653-23d3-6ee8d8273b29,4206d0f2-bac5-4653-23d3-6ee8d8273b29,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006c2c7-9ef1-25c0-d9db-1cfb0c75e746
dvportgroup-1650,poweredOn,False,,,,connected,running,,False,2025-11-04T04:40:34.997933+00:00,,,0,2023-01-13 23:27:30.484781+00:00,2025-12-21T02:38:55.019258Z,3,,8192,1228,1,1,16391,,,,,,,172.21.74.246,dvportgroup-1650,,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,36813,33037,24758,,,,,,,0,10000,False,False,False,False,efi,vmx-21,,,,[FS1-P-ESX-VM-04] P-ZB-PROXY-01/P-ZB-PROXY-01.vmx,[FS1-P-ESX-VM-04] P-ZB-PROXY-01/,[FS1-P-ESX-VM-04] P-ZB-PROXY-01/,[FS1-P-ESX-VM-04] P-ZB-PROXY-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-1306,423480a9-b418-490f-7ee3-658fccfaf05c,423480a9-b418-490f-7ee3-658fccfaf05c,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50348937-ecf3-568d-a70e-5645dcd02218
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T05:06:32.997933+00:00,,,0,2024-10-28 14:46:48.471905+00:00,2025-12-10T03:02:04.992684Z,4,,16384,1310,1,3,245760,,,,,,,172.21.85.214,dvportgroup-1653,,,,,,,,,,Resources,group-v16,INFRA-VM-PRODUCCION-BANNER,,,notConfigured,,,,,,570185,357547,324680,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-04] P-BAN9-APP-04/P-BAN9-APP-04.vmx,[FS1-P-ESX-VM-04] P-BAN9-APP-04/,[FS1-P-ESX-VM-04] P-BAN9-APP-04/,[FS1-P-ESX-VM-04] P-BAN9-APP-04/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-3845,4206aefb-ab92-1593-0d5a-71d53f690314,4206aefb-ab92-1593-0d5a-71d53f690314,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50065739-67d2-24ba-23e2-89f73432d509
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T06:00:11.997933+00:00,,,0,2025-06-02 21:36:07.546724+00:00,2025-12-21T02:38:55.081403Z,8,,8192,163,1,1,71680,,,,,,,172.21.64.105,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,223421,166396,104496,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-05] T-APP-ORPHEUS-01/T-APP-ORPHEUS-01.vmx,[FS1-P-ESX-VM-05] T-APP-ORPHEUS-01/,[FS1-P-ESX-VM-05] T-APP-ORPHEUS-01/,[FS1-P-ESX-VM-05] T-APP-ORPHEUS-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-11203,4206ee32-c614-dd01-911c-3ac0c491754e,4206ee32-c614-dd01-911c-3ac0c491754e,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006c9f6-f7ad-ef24-e08a-9d74b3bdce07
VM Network,poweredOn,False,,,,connected,running,,False,2025-11-28T14:55:07.997933+00:00,,,0,2025-07-03 16:47:50.759464+00:00,2025-12-23T19:07:57.065768Z,4,,16384,163,1,4,896007,,,,,,,10.78.78.153,VM Network,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,1019108,148702,132217,,,,,,,0,10000,False,False,False,False,bios,vmx-14,,,,[FS1-P-ESX-VM-04] P-ACR-CLOUD-03/P-ACR-CLOUD-03.vmx,[FS1-P-ESX-VM-04] P-ACR-CLOUD-03/,[FS1-P-ESX-VM-04] P-ACR-CLOUD-03/,[FS1-P-ESX-VM-04] P-ACR-CLOUD-03/,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 3.x Linux (64-bit),,,,vm-12436,42065194-5ccd-be00-daa7-c5796f72e592,42065194-5ccd-be00-daa7-c5796f72e592,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,500625ea-9235-da9f-baef-18997619a747
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T06:00:03.997933+00:00,,,0,2025-04-09 17:39:07.530673+00:00,2025-12-21T02:39:33.136719Z,2,,4096,1638,1,1,61440,,,,,,,172.21.64.69,dvportgroup-8452,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,131167,92531,84244,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-05] T-APP-LIB-01/T-APP-LIB-01.vmx,[FS1-P-ESX-VM-05] T-APP-LIB-01/,[FS1-P-ESX-VM-05] T-APP-LIB-01/,[FS1-P-ESX-VM-05] T-APP-LIB-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,vm-9059,42061960-81e7-8b25-c368-825b61edc0fe,42061960-81e7-8b25-c368-825b61edc0fe,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006c559-ad71-c7c5-088d-6f97a4a31258
dvportgroup-1648,poweredOn,False,,,,connected,running,,False,2025-11-04T04:33:13.997933+00:00,,,0,2025-01-22 14:58:34.698644+00:00,2025-12-07T00:01:25.288264Z,6,,12288,491,2,1,57344,,,,,,,172.21.75.214,dvportgroup-1651,dvportgroup-1648,,,,,,,,,Resources,group-v23,SEGURIDAD-VM-PRODUCCION,,,notConfigured,,,,,,127067,99330,86951,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-03] P-QUALYS-02/P-QUALYS-02.vmx,[FS1-P-ESX-VM-03] P-QUALYS-02/,[FS1-P-ESX-VM-03] P-QUALYS-02/,[FS1-P-ESX-VM-03] P-QUALYS-02/,"Qualys Virtual Scanner Appliance - VMware vSphere vApp, build:qVSA.x86_64-3.10.89-2.vApp",,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Red Hat Enterprise Linux 7 (64-bit),,,,vm-7009,4206a35b-2b6b-83dc-65c0-829fdb244fe3,4206a35b-2b6b-83dc-65c0-829fdb244fe3,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,5006c1c2-539f-d02c-61b0-5973d9c5f75f
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-11-04T05:06:40.997933+00:00,,,0,2024-10-23 21:24:18.420251+00:00,2025-12-10T03:01:59.592403Z,4,,16384,1146,1,3,245760,,,,,,,172.21.85.218,dvportgroup-1653,,,,,,,,,,Resources,group-v16,INFRA-VM-PRODUCCION-BANNER,,,notConfigured,,,,,,524387,313534,280667,,,,,,,0,10000,False,False,False,True,efi,vmx-21,,,,[FS1-P-ESX-VM-04] P-BAN9-BEPBRIM-01/P-BAN9-BEPBRIM-01.vmx,[FS1-P-ESX-VM-04] P-BAN9-BEPBRIM-01/,[FS1-P-ESX-VM-04] P-BAN9-BEPBRIM-01/,[FS1-P-ESX-VM-04] P-BAN9-BEPBRIM-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,vm-3730,42068edb-1241-e6a5-c38d-50f77eb006d9,42068edb-1241-e6a5-c38d-50f77eb006d9,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50063a01-4c90-b7b6-6462-4c90f55baeac
dvportgroup-1653,poweredOn,False,,,,connected,running,,False,2025-12-21T17:04:47.997933+00:00,,,0,2025-11-28 16:26:49.425437+00:00,2025-12-23T07:00:49.274116Z,4,,24576,6881,1,6,460835,,,,,,,172.21.85.152,dvportgroup-1653,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,768407,418014,368764,,,,,,,0,10000,False,False,False,False,efi,vmx-19,,,,[FS1-P-ESX-VM-08] P-KOVM-CLC-01-CLON/P-KOVM-CLC-01-CLON.vmx,[FS1-P-ESX-VM-08] P-KOVM-CLC-01-CLON/,[FS1-P-ESX-VM-08] P-KOVM-CLC-01-CLON/,[FS1-P-ESX-VM-08] P-KOVM-CLC-01-CLON/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-16177,42061de5-e99f-04ae-e6c0-559980db876b,42061de5-e99f-04ae-e6c0-559980db876b,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50064aeb-9879-534c-e44e-376c6bef7ae7
VM Network,poweredOn,False,,,,connected,running,,False,2025-11-28T14:56:36.997933+00:00,,,0,2025-07-03 17:18:13.667363+00:00,2025-12-23T20:05:08.891846Z,4,,16384,163,1,3,25600,,,,,,,10.78.78.154,VM Network,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,42085,42085,25600,,,,,,,0,10000,False,False,False,False,bios,vmx-14,,,,[FS1-P-ESX-VM-07] P-ACR-CLOUD-04/P-ACR-CLOUD-04.vmx,[FS1-P-ESX-VM-07] P-ACR-CLOUD-04/,[FS1-P-ESX-VM-07] P-ACR-CLOUD-04/,[FS1-P-ESX-VM-07] P-ACR-CLOUD-04/,{AB53A0F1-AD54-480f-80BB-FC72DC41DF53},,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 3.x Linux (64-bit),,,,vm-12437,42064abf-ddfe-78a6-69e9-5f3be4c6e431,42064abf-ddfe-78a6-69e9-5f3be4c6e431,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50063268-6a01-3232-1352-79f3a81dfc13
dvportgroup-8452,poweredOn,False,,,,connected,running,,False,2025-11-04T04:41:39.997933+00:00,,,0,2025-04-08 22:20:08.252324+00:00,2025-12-21T02:39:33.194392Z,8,,24576,1474,1,1,61440,,,,,,,172.21.64.101,dvportgroup-8452,,,,,,,,,,Resources,group-v25,SEGURIDAD-VM-TEST,,,notConfigured,,,,,,147550,93592,68922,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-03] T-THALES-CTM-01/T-THALES-CTM-01.vmx,[FS1-P-ESX-VM-03] T-THALES-CTM-01/,[FS1-P-ESX-VM-03] T-THALES-CTM-01/,[FS1-P-ESX-VM-03] T-THALES-CTM-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Ubuntu Linux (64-bit),,,,vm-9033,420609a0-7bc5-5db1-f042-b6c1b6d2aaa8,420609a0-7bc5-5db1-f042-b6c1b6d2aaa8,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50067120-4abd-36f7-3e43-e375bf995ec5
dvportgroup-1645,poweredOn,False,,,,connected,running,,False,2025-11-04T04:35:57.997933+00:00,,,0,2023-01-03 14:23:51.585331+00:00,2025-12-07T00:01:29.612157Z,8,,12288,245,1,1,102400,,,,,,,172.21.210.250,dvportgroup-1645,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,217251,142890,130439,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-06] P-NESSUS-01/P-NESSUS-01.vmx,[FS1-P-ESX-VM-06] P-NESSUS-01/,[FS1-P-ESX-VM-06] P-NESSUS-01/,[FS1-P-ESX-VM-06] P-NESSUS-01/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Ubuntu Linux (64-bit),,,,vm-510,4234ab0c-d0fd-4a67-7d42-8fca303d055c,4234ab0c-d0fd-4a67-7d42-8fca303d055c,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,503417a5-96d5-4c3a-7e8e-b51ecc65d044
dvportgroup-1649,poweredOn,False,,,,connected,running,,False,2025-11-04T04:37:30.997933+00:00,,,0,2025-05-22 18:15:16.746133+00:00,2025-08-01T15:41:35.930587Z,6,,12288,491,1,1,112647,,,,,,,172.21.66.80,dvportgroup-1649,,,,,,,,,,Resources,group-v4,vm,,,notConfigured,,,,,,161652,67515,42838,,,,,,,0,10000,False,False,False,False,bios,vmx-21,,,,[FS1-P-ESX-VM-04] P-ENGINE-GIZ-01-10/P-ENGINE-GIZ-01-10.vmx,[FS1-P-ESX-VM-04] P-ENGINE-GIZ-01-10/,[FS1-P-ESX-VM-04] P-ENGINE-GIZ-01-10/,[FS1-P-ESX-VM-04] P-ENGINE-GIZ-01-10/,,,,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,Other 2.6.x Linux (64-bit),,,,vm-10223,4206a461-79e7-d5fb-a50e-f1d43415a037,4206a461-79e7-d5fb-a50e-f1d43415a037,VirtualCenter,8.0.2.0,https://p-vc-01.usfq.edu.ec,50063d33-a993-418e-4458-2c5b32b83cb6
