VM,Powerstate,Template,SRM Placeholder,NIC label,Adapter,Network,Switch,Connected,Starts Connected,Mac Address,Type,IPv4 Address,IPv6 Address,Direct Path IO,Internal Sort Column,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
P-BAN9-BATCH-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-BATCH-01 Network adapter 2,,,50069a60-b221-9a57-f45d-282cb78efddc,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3732,42068928-62d1-cc0d-faf2-5064b42de985,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-APP-03,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-APP-03 Network adapter 1,,,50067745-0027-e5df-18ae-7661c48240f0,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3726,4206159c-e572-a6c4-19f2-9ab58eeb3251,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-ETHOS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-ETHOS-01 Network adapter 1,,,50069bf8-d1af-5145-f484-250d66cee39a,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3718,4206c8fc-70ed-2b8b-5411-1889611998de,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-NSS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-PUBLIC-192,USFQ-DVS,False,True,,generated,,,,P-NSS-01 Network adapter 1,,,52a1f8e4-4f2d-d160-ab6c-4cd8dd298829,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 7 (64-bit),Oracle Linux 7 (64-bit),vm-551,564dea4b-6234-26d7-d9fa-9a18fb7c8132,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-NSS-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,False,True,,generated,,,,P-NSS-01 Network adapter 2,,,52a1f8e4-4f2d-d160-ab6c-4cd8dd298829,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 7 (64-bit),Oracle Linux 7 (64-bit),vm-551,564dea4b-6234-26d7-d9fa-9a18fb7c8132,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-RADIUS-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-RADIUS-02 Network adapter 1,,,5034298d-7413-3d6f-ab24-99807cb1bd9d,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-1338,42342688-eacb-51ae-8501-47cdf5171af8,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FORTIDATA-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-64,USFQ-DVS,True,True,,assigned,,,,T-FORTIDATA-01 Network adapter 1,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,50061d7f-74b4-4e74-b171-04e2ec84a096,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Other 2.6.x Linux (64-bit),Other 5.x Linux (64-bit),vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FORTIDATA-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-64,USFQ-DVS,True,True,,assigned,,,,T-FORTIDATA-01 Network adapter 2,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,50061d7f-74b4-4e74-b171-04e2ec84a096,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Other 2.6.x Linux (64-bit),Other 5.x Linux (64-bit),vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FORTIDATA-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,V-SWITCH-40,,False,True,,assigned,,,,T-FORTIDATA-01 Network adapter 3,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,50061d7f-74b4-4e74-b171-04e2ec84a096,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Other 2.6.x Linux (64-bit),Other 5.x Linux (64-bit),vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FORTIDATA-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,V-SWITCH-40,,False,True,,assigned,,,,T-FORTIDATA-01 Network adapter 4,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,50061d7f-74b4-4e74-b171-04e2ec84a096,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Other 2.6.x Linux (64-bit),Other 5.x Linux (64-bit),vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-FORTIDATA-01,poweredOn,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,V-SWITCH-40,,False,True,,assigned,,,,T-FORTIDATA-01 Network adapter 5,FortiData Virtual Appliance by Fortinet Technologies Inc. (http://www.fortinet.com),,50061d7f-74b4-4e74-b171-04e2ec84a096,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-TEST,Other 2.6.x Linux (64-bit),Other 5.x Linux (64-bit),vm-13355,42064a5d-a00a-389b-476e-2d1415228c4d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ZB-PROXY-OL9-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-74,USFQ-DVS,False,False,,assigned,,,,P-ZB-PROXY-OL9-02 Network adapter 1,,,5006bdd2-0864-ccf8-4bb3-a1664db95fdb,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-11265,420630b1-5d78-334d-033f-6bd6bcb7aaac,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-DB-GALERA-OL95-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-64,USFQ-DVS,True,True,,assigned,,,,T-DB-GALERA-OL95-02 Network adapter 1,,,50060c21-ef73-e9a5-9079-e4dc2bad518c,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-8617,42069f4c-12fd-705a-e635-63d62a5ee531,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BIBREPO-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-BIBREPO-OLNX-01 Network adapter 1,,,50349c2b-c09f-606e-807b-466d076cd75f,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-8053,42342276-bbaa-d496-4625-f853a87f533a,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-DB-GALERA-OL9-02,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-TERCEROS-65,USFQ-DVS,True,True,,assigned,,,,P-DB-GALERA-OL9-02 Network adapter 1,,,5006e27a-ee09-6ae9-4ce1-d9c569927778,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-8111,42061b30-b42a-95ea-ca9c-78b6bc7cc44c,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-DB-GALERA-OL9-03,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-TERCEROS-65,USFQ-DVS,True,True,,assigned,,,,P-DB-GALERA-OL9-03 Network adapter 1,,,5006f685-6343-70b0-07f7-9f7f3eb52760,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-7352,420605d8-5021-f2eb-0ee7-e7865fac5a3f,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-WWW4-OL-01-NEW,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-WWW4-OL-01-NEW Network adapter 1,,,50065d8e-4a8d-dfde-ca5d-04324b5c187b,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-16118,4206b1c0-c328-a064-5211-e74d45ffa390,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
T-DB-GALERA-OL95-03,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-64,USFQ-DVS,True,True,,assigned,,,,T-DB-GALERA-OL95-03 Network adapter 1,,,500606bf-9266-a386-8831-d72c5ce88676,,USFQ,USFQ-PRODUCCION,p-esx-04.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-8618,4206a105-fe4c-4a58-a8e0-ff358d812df3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-VC-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-VC-01 Network adapter 1,VMware vCenter Server Appliance,,500fcfdc-e218-df89-a964-ab35579c4c90,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 3.x or later Linux (64-bit),VMware Photon OS (64-bit),vm-8103,420f5874-50bb-5069-8c0f-d4704f6a5a41,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-MOODLE-OL-03,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-MOODLE-OL-03 Network adapter 1,,,5034be36-ba82-7108-0894-ab20daf7407a,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,CentOS 7 (64-bit),CentOS 7 (64-bit),vm-8026,42347f03-a164-85c1-9567-b53146c313ee,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-AD-DS-06,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000e,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-AD-DS-06 Network adapter 1,,,5034ee2b-aa87-cf56-265b-960e99f7f224,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-1349,42342f57-0190-21bb-3085-c64d93aa9553,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-APP-05,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-APP-05 Network adapter 1,,,50069afc-5f05-78cf-3a1d-d49d0787d3ce,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-8088,4206a7b7-f27d-4cc2-3e2c-605ae6e79335,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-DBF-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-DBF-01 Network adapter 1,,,50340a4a-4540-9d1a-c993-957f935b5949,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (64-bit),Other 3.x Linux (64-bit),vm-8062,42343d77-0841-b858-a618-d9fe5c72cbc1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-DBF-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-IMP-DBF-01 Network adapter 2,,,50340a4a-4540-9d1a-c993-957f935b5949,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (64-bit),Other 3.x Linux (64-bit),vm-8062,42343d77-0841-b858-a618-d9fe5c72cbc1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-DBF-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-IMP-DBF-01 Network adapter 3,,,50340a4a-4540-9d1a-c993-957f935b5949,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (64-bit),Other 3.x Linux (64-bit),vm-8062,42343d77-0841-b858-a618-d9fe5c72cbc1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-DBF-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,VM Network,vSwitch0,True,True,,assigned,,,,P-IMP-DBF-01 Network adapter 4,,,50340a4a-4540-9d1a-c993-957f935b5949,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 6 (64-bit),Other 3.x Linux (64-bit),vm-8062,42343d77-0841-b858-a618-d9fe5c72cbc1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-MINEMELDPA-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-MINEMELDPA-01 Network adapter 1,,,5034c88c-415b-057e-57e9-bfa586bb5053,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-8035,4234f950-35d8-3012-5ab0-db8a6d5e3e6f,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-NG-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-NG-01 Network adapter 1,,,50060ba5-7589-397a-91c6-2da363b2396a,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-9312,4206abba-7c1d-40ee-6a6f-7d6a60084ed5,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-DB-GALERA-OL9-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-TERCEROS-65,USFQ-DVS,True,True,,assigned,,,,P-DB-GALERA-OL9-01 Network adapter 1,,,500694b4-a643-ceb7-c632-dc0e37d74576,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 9 (64-bit),Oracle Linux 9 (64-bit),vm-8090,4206b465-aa07-99d6-72dc-ebac45e67101,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-APP-PASEC-OLN-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-TERCEROS-65,USFQ-DVS,True,True,,assigned,,,,P-APP-PASEC-OLN-01 Network adapter 1,,,50344691-b065-308c-9774-dad440728f33,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-8039,42346642-bb33-a022-d534-3acfe74d6527,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-APP-REDCAP-OLN-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-INVESTIGACION-67,USFQ-DVS,True,True,,assigned,,,,P-APP-REDCAP-OLN-01 Network adapter 1,,,5034cfa2-b6dd-0855-e55d-9ee1689ffe32,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-8057,42347d24-890b-44ec-c338-97eea492b889,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-APP-01-CL,poweredOff,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,False,True,,assigned,,,,P-BAN9-APP-01-CL Network adapter 1,,,50062d2f-e22f-3e1f-a614-9fec925fdec5,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 8 (64-bit),,vm-16271,4206a87a-160d-2ab1-f062-df6a9bf284da,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-GITLAB-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-GITLAB-OLNX-01 Network adapter 1,,,503464cc-19a5-e730-6ab6-0d66b3591375,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,CentOS 4/5 (64-bit),CentOS 7 (64-bit),vm-1311,42349bc8-3ece-807e-377d-c28bafe293cf,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 1,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 2,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 2,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 3,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 3,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 4,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 4,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 5,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 5,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-WAF-01,poweredOn,False,FALSE,Network adapter 6,vim.vm.device.VirtualE1000,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-WAF-01 Network adapter 6,,,5006ce15-a377-95e2-2902-96c088cf432f,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),CentOS 7 (64-bit),vm-14725,42067259-4d1d-a60b-8f34-6c8ced8eb193,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-GEOCENTRO-OLNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-TERCEROS-65,USFQ-DVS,True,True,,assigned,,,,P-GEOCENTRO-OLNX-01 Network adapter 1,,,5034c0d7-39ab-1ed7-b638-4d82ed275b9c,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-490,4234110d-5aea-ff7b-db23-5b02e76c1cac,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-IMP-MX-DBF-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-IMP-MX-DBF-01 Network adapter 1,,,50345801-6143-7cba-120c-13b2522f7d83,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 7 (64-bit),Other 3.x Linux (64-bit),vm-1309,4234fa28-5a79-ae96-6353-082316ed465d,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-GI-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-GI-01 Network adapter 1,,,50349907-09c2-18c0-0c6d-31b8f4769afc,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-8071,42346820-bc40-399b-8ee6-84e5d9f39a19,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-ZB-FE-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualE1000,V-SRV-74,USFQ-DVS,True,True,,assigned,,,,P-ZB-FE-01 Network adapter 1,,,5034d155-867e-fd43-319c-0c5410e3da38,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/SEGURIDAD-VM-PRODUCCION,Other 2.6.x Linux (64-bit),Oracle Linux 8 (64-bit),vm-528,42349136-e9a5-8622-b8b3-44294dc25d5c,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-HUBI-LNX-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-HUBI-JAIL-79,USFQ-DVS,True,True,,assigned,,,,P-HUBI-LNX-01 Network adapter 1,,,5034aaee-6c36-2744-0d20-7ef9de3e35d2,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/Discovered virtual machine,Other 2.6.x Linux (64-bit),Oracle Linux 7 (64-bit),vm-1318,4234a791-3340-609c-f99d-0479534d44b3,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-BAN9-ADMP-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-BAN-85,USFQ-DVS,True,True,,assigned,,,,P-BAN9-ADMP-01 Network adapter 1,,,5006be36-cc1c-8207-a82a-9214a3751cb1,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm/INFRA-VM-PRODUCCION-BANNER,Oracle Linux 8 (64-bit),Oracle Linux 8 (64-bit),vm-3720,4206dade-20c5-cc89-1188-0de06b0a3be8,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
P-RADIUS-01,poweredOn,False,FALSE,Network adapter 1,vim.vm.device.VirtualVmxnet3,V-SRV-75,USFQ-DVS,True,True,,assigned,,,,P-RADIUS-01 Network adapter 1,,,50342412-cab1-9954-3666-ffcc608f0194,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,/USFQ/vm,Oracle Linux 7 (64-bit),Ubuntu Linux (64-bit),vm-506,423479ac-59d3-fef7-efd3-265d1006def1,p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
