Name,Message,Message type,VI SDK Server,VI SDK UUID
s-esx-01.usfq.edu.ec,System Board 0 P12V,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P1V2_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P2V625_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P0V75_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P1V5_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P1V0_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P1V8_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P1V05_PCH_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P3V3_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P5V_STBY,Green,,
s-esx-01.usfq.edu.ec,System Board 0 P3V_BAT_SCALED,Green,,
t-esx-01.usfq.edu.ec,Host status is green,green,,
t-esx-01.usfq.edu.ec,System Board 1 PWR_SEQ_FAIL,Green,,
t-esx-01.usfq.edu.ec,Processor 1 IERR,Green,,
t-esx-01.usfq.edu.ec,Processor 1 MCERR,Green,,
t-esx-01.usfq.edu.ec,System Board 30 BIOSPOST_TIMEOUT,Green,,
t-esx-01.usfq.edu.ec,System Board 1 SUPER_CAP_FLT,Green,,
t-esx-01.usfq.edu.ec,Processor 1 BIST_FAIL,Green,,
t-esx-01.usfq.edu.ec,System Board 1 WILL_BOOT_FAULT,Green,,
t-esx-01.usfq.edu.ec,System Board 1 HS_SYS_FLT,Green,,
t-esx-01.usfq.edu.ec,System Board 1 POWER_SYS_FLT,Green,,
t-esx-01.usfq.edu.ec,System Board 1 POWER_ON_FAIL,Green,,
t-esx-01.usfq.edu.ec,System Board 1 SEL_FULLNESS,Green,,
t-esx-01.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_ECC,Green,,
t-esx-01.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_ECC,Green,,
t-esx-01.usfq.edu.ec,Processor 1 P_CATERR,Green,,
t-esx-01.usfq.edu.ec,Processor 2 P2_CORE_VRHOT,Green,,
t-esx-01.usfq.edu.ec,Processor 1 P1_CORE_VRHOT,Green,,
t-esx-01.usfq.edu.ec,Processor 2 P2_THERMTRIP,Green,,
t-esx-01.usfq.edu.ec,Processor 1 P1_THERMTRIP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_TMP,Green,,
t-esx-01.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_TMP,Green,,
t-esx-01.usfq.edu.ec,Processor 2 P2_TEMP_SENS,Green,,
t-esx-01.usfq.edu.ec,Processor 1 P1_TEMP_SENS,Green,,
t-esx-01.usfq.edu.ec,System Board 1 TEMP_SENS_REAR,Green,,
t-esx-01.usfq.edu.ec,System Board 1 TEMP_SENS_FRONT,Green,,
t-esx-01.usfq.edu.ec,System Board 1 POWER_USAGE,Green,,
t-esx-01.usfq.edu.ec,System Board 1 P12V,Green,,
t-esx-03.usfq.edu.ec,Host status is green,green,,
t-esx-03.usfq.edu.ec,Processor 1 IERR,Green,,
t-esx-03.usfq.edu.ec,Processor 1 MCERR,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P12V_ADM1278_S,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P12V_ADM1278,Green,,
t-esx-03.usfq.edu.ec,System Board 0 WILL_BOOT_FAULT,Green,,
t-esx-03.usfq.edu.ec,System Board 0 SUPER_CAP_FLT,Green,,
t-esx-03.usfq.edu.ec,Processor 1 BIST_FAIL,Green,,
t-esx-03.usfq.edu.ec,System Board 0 POWER_SYS_FLT,Green,,
t-esx-03.usfq.edu.ec,System Board 0 POWER_ON_FAIL,Green,,
t-esx-03.usfq.edu.ec,System Board 0 SEL_FULLNESS,Green,,
t-esx-03.usfq.edu.ec,Memory Module 21 DDR4_P2_H1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 18 DDR4_P2_G1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 15 DDR4_P2_F1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 13 DDR4_P2_E2_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 12 DDR4_P2_E1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 9 DDR4_P1_D1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 6 DDR4_P1_C1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 1 DDR4_P1_A2_ECC,Green,,
t-esx-03.usfq.edu.ec,Memory Module 0 DDR4_P1_A1_ECC,Green,,
t-esx-03.usfq.edu.ec,Processor 1 WBG_THERMTRIP_N,Green,,
t-esx-03.usfq.edu.ec,Processor 1 CATERR_N,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_MVRHOT_GH,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_MVRHOT_EF,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_MVRHOT_CD,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_MVRHOT_AB,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_CORE_VRHOT,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_CORE_VRHOT,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_THERMTRIP_N,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_THERMTRIP_N,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_PROCHOT,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_PROCHOT,Green,,
t-esx-03.usfq.edu.ec,Memory Module 21 DDR4_P2_H1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 18 DDR4_P2_G1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 15 DDR4_P2_F1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 13 DDR4_P2_E2_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 12 DDR4_P2_E1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 9 DDR4_P1_D1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 6 DDR4_P1_C1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 1 DDR4_P1_A2_TMP,Green,,
t-esx-03.usfq.edu.ec,Memory Module 0 DDR4_P1_A1_TMP,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2_TEMP_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1_TEMP_SENS,Green,,
t-esx-03.usfq.edu.ec,System Board 0 TEMP_SENS_REAR,Green,,
t-esx-03.usfq.edu.ec,System Board 0 TEMP_SENS_FRONT,Green,,
t-esx-03.usfq.edu.ec,System Board 0 POWER_USAGE,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P12V_STBY_CUR,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P12V_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VTT_GH_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VTT_EF_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VTT_CD_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VTT_AB_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VDDQ_GH_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VDDQ_EF_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VDDQ_CD_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VDDQ_AB_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VCCP_P2_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 1 VCCP_P1_CUR_SENS,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2V63_VPP_GH,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P2V63_VPP_EF,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P2V63_VPP_CD,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P2V63_VPP_AB,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P0V6_VTT_GH,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P0V6_VTT_EF,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P0V6_VTT_CD,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P0V6_VTT_AB,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P1V2_DDQ_GH,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P1V2_DDQ_EF,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1V2_DDQ_CD,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1V2_DDQ_AB,Green,,
t-esx-03.usfq.edu.ec,Processor 2 P1V7_VCCP_CPU2,Green,,
t-esx-03.usfq.edu.ec,Processor 1 P1V7_VCCP_CPU1,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V05_PVCCIO,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V5_PCH,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P3V3,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V05_PCH,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P5V,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P12V,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V2_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P2V625_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P0V75_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V5_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V0_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V8_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P1V05_PCH_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P3V3_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P5V_STBY,Green,,
t-esx-03.usfq.edu.ec,System Board 0 P3V_BAT_SCALED,Green,,
t-esx-02.usfq.edu.ec,Host status is green,green,,
t-esx-02.usfq.edu.ec,System Board 1 PWR_SEQ_FAIL,Green,,
t-esx-02.usfq.edu.ec,Processor 1 IERR,Green,,
t-esx-02.usfq.edu.ec,Processor 1 MCERR,Green,,
t-esx-02.usfq.edu.ec,System Board 30 BIOSPOST_TIMEOUT,Green,,
t-esx-02.usfq.edu.ec,System Board 1 SUPER_CAP_FLT,Green,,
t-esx-02.usfq.edu.ec,Processor 1 BIST_FAIL,Green,,
t-esx-02.usfq.edu.ec,System Board 1 WILL_BOOT_FAULT,Green,,
t-esx-02.usfq.edu.ec,System Board 1 HS_SYS_FLT,Green,,
t-esx-02.usfq.edu.ec,System Board 1 POWER_SYS_FLT,Green,,
t-esx-02.usfq.edu.ec,System Board 1 POWER_ON_FAIL,Green,,
t-esx-02.usfq.edu.ec,System Board 1 SEL_FULLNESS,Green,,
t-esx-02.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_ECC,Green,,
t-esx-02.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_ECC,Green,,
t-esx-02.usfq.edu.ec,Processor 1 P_CATERR,Green,,
t-esx-02.usfq.edu.ec,Processor 2 P2_CORE_VRHOT,Green,,
t-esx-02.usfq.edu.ec,Processor 1 P1_CORE_VRHOT,Green,,
t-esx-02.usfq.edu.ec,Processor 2 P2_THERMTRIP,Green,,
t-esx-02.usfq.edu.ec,Processor 1 P1_THERMTRIP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 24 DDR4_P2_M2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 23 DDR4_P2_M1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 22 DDR4_P2_L2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 21 DDR4_P2_L1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 20 DDR4_P2_K2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 19 DDR4_P2_K1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 18 DDR4_P2_J2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 17 DDR4_P2_J1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 16 DDR4_P2_H2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 15 DDR4_P2_H1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 14 DDR4_P2_G2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 13 DDR4_P2_G1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 12 DDR4_P1_F2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 11 DDR4_P1_F1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 10 DDR4_P1_E2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 9 DDR4_P1_E1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 8 DDR4_P1_D2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 7 DDR4_P1_D1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 6 DDR4_P1_C2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 5 DDR4_P1_C1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 4 DDR4_P1_B2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 3 DDR4_P1_B1_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 2 DDR4_P1_A2_TMP,Green,,
t-esx-02.usfq.edu.ec,Memory Module 1 DDR4_P1_A1_TMP,Green,,
t-esx-02.usfq.edu.ec,Processor 2 P2_TEMP_SENS,Green,,
t-esx-02.usfq.edu.ec,Processor 1 P1_TEMP_SENS,Green,,
t-esx-02.usfq.edu.ec,System Board 1 TEMP_SENS_REAR,Green,,
t-esx-02.usfq.edu.ec,System Board 1 TEMP_SENS_FRONT,Green,,
t-esx-02.usfq.edu.ec,System Board 1 POWER_USAGE,Green,,
t-esx-02.usfq.edu.ec,System Board 1 P12V,Green,,
