VM,Powerstate,Template,SRM Placeholder,NIC label,Adapter,Network,Switch,Connected,Starts Connected,Mac Address,Type,IPv4 Address,IPv6 Address,Direct Path IO,Internal Sort Column,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
P-WS-EXT-02,poweredOn,False,,,Network adapter 1,V-SRV-74,,True,True,00:50:56:B4:51:BD,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-ACR-CLOUD-01,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:58:0b,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-EXPEDITION-PA-01,poweredOn,False,,,Network adapter 1,V-SRV-75,,True,True,00:50:56:b4:94:23,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-ZB-HAPROXY-01,poweredOn,False,,,Network adapter 1,V-SRV-74,,True,True,00:50:56:b4:07:4a,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-QUALYS-SCAN-01,poweredOn,False,,,Network adapter 1,V-SRV-75,,True,True,00:50:56:b4:b1:ab,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-QUALYS-SCAN-01,poweredOn,False,,,Network adapter 2,V-PUBLIC-192,,True,True,00:50:56:b4:23:64,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-FW-INV-01,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:26:74,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-FW-INV-01,poweredOn,False,,,Network adapter 2,VM Network,,True,True,00:50:56:86:42:96,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-FW-INV-01,poweredOn,False,,,Network adapter 3,VM Network,,True,True,00:50:56:86:05:a2,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-CUSTOM-OLNX-01,poweredOn,False,,,Network adapter 1,V-HUBI-JAIL-79,,True,True,00:50:56:b4:76:88,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
P-ZB-DB-01,poweredOn,False,,,Network adapter 1,V-SRV-74,,True,True,00:50:56:b4:de:70,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,,,,,,,
S2-P-AD-DS-04,poweredOn,False,,,Network adapter 1,S2-SRV-3075,,True,True,00:50:56:86:f8:e9,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-P-ZB-DB-01,poweredOff,False,,,Network adapter 1,S2-SRV-3074,,False,True,00:50:56:b4:f4:d9,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-P-ZB-FE-01-S,poweredOff,False,,,Network adapter 1,S2-SRV-3074,,False,True,00:50:56:b4:a6:88,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S-ACR-CLOUD-01,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:2f:fd,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-LNX-ROUTER-01,poweredOn,False,,,Network adapter 1,TRUNK,,True,True,00:50:56:b4:71:e7,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-LNX-ROUTER-01,poweredOn,False,,,Network adapter 4,VM Network,,True,True,00:50:56:b4:2b:ec,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-PA-02,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:b4:b4:17,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-PA-02,poweredOn,False,,,Network adapter 2,V-PUBLIC-190,,True,True,00:50:56:b4:a9:7a,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-PA-02,poweredOn,False,,,Network adapter 3,S3-VLAN-4051,,True,True,00:50:56:b4:94:3a,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-PA-02,poweredOn,False,,,Network adapter 4,S-CAMPUS-21,,False,True,00:50:56:b4:c7:8d,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S3-PA-02,poweredOn,False,,,Network adapter 5,S3-VLAN-4066,,True,True,00:50:56:86:de:ff,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S1-P-PA-02,poweredOff,False,,,Network adapter 1,VM Network,,False,False,00:50:56:b4:3f:2b,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S1-P-PA-02,poweredOff,False,,,Network adapter 2,S-PUBLIC-208,,False,False,00:50:56:b4:70:5f,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S1-P-PA-02,poweredOff,False,,,Network adapter 3,S-VLAN-2010,,False,False,00:50:56:b4:a5:cd,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S1-P-PA-02,poweredOff,False,,,Network adapter 4,S-VLAN-2075,,False,False,00:50:56:b4:a4:11,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S1-P-PA-02,poweredOff,False,,,Network adapter 5,TRUNK,,False,False,00:50:56:b4:29:e1,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 1,VM Network,,True,False,00:50:56:b4:38:b5,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 2,V-PUBLIC-190,,True,False,00:50:56:b4:a6:43,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 3,S2-VLAN-3010,,True,False,00:50:56:b4:52:3f,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 4,S-CAMPUS-21,,False,False,00:50:56:b4:72:f1,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 5,S-VLAN-4074,,False,False,00:50:56:b4:de:a6,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-PA-01,poweredOn,False,,,Network adapter 6,TRUNK,,False,False,00:50:56:b4:c8:84,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S-WIN-TEST,poweredOn,False,,,Network adapter 1,S3-SRV-4074,,True,True,00:50:56:86:e7:bd,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-LNX-ROUTER-01,poweredOn,False,,,Network adapter 1,TRUNK,,True,False,00:50:56:b4:ca:46,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-LNX-ROUTER-01,poweredOn,False,,,Network adapter 4,VM Network,,False,False,00:50:56:b4:e8:64,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
T-EVE-01,poweredOn,False,,,Network adapter 1,S3-CAMPUS-40,,True,True,00:50:56:86:25:94,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,,,,,,,
S2-P-NG-01_1,poweredOff,False,,,Network adapter 1,S3-SRV-4085,,False,True,00:50:56:86:6b:d8,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-02.usfq.edu.ec,,,,,,,
T-GITLAB-OLNX-01,poweredOn,False,,,Network adapter 1,V-SRV-64,,True,True,00:50:56:86:93:86,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-BAN-APP-04,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:cb:51,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-ACR-CLOUD-01,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:d5:14,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-BAN-BEPBRIM-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,False,00:50:56:b4:b9:fe,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-VM-PA-01,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:0e:97,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-VM-PA-01,poweredOn,False,,,Network adapter 2,V-PUBLIC-190,,True,True,00:50:56:86:56:44,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-VM-PA-01,poweredOn,False,,,Network adapter 3,V-P2P-PA-1070,,True,True,00:50:56:86:39:7c,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-VM-PA-01,poweredOn,False,,,Network adapter 4,V-TEST-102,,True,True,00:50:56:86:49:62,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-VM-PA-01,poweredOn,False,,,Network adapter 5,V-TEST-103,,True,True,00:50:56:86:ed:80,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
D-CUSTOM-01,poweredOn,False,,,Network adapter 1,V-HUBI-JAIL-79,,True,True,00:50:56:b4:0f:28,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-FIN-MS-01,poweredOn,False,,,Network adapter 1,V-TEST-FIN-1280,,True,True,00:50:56:b4:11:d6,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-POC-LUMU-01,poweredOff,False,,,Network adapter 1,V-SRV-64,,False,True,00:50:56:86:95:b9,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-BAN-APP-05,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:05:2b,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
P-ANS-01,poweredOn,False,,,Network adapter 1,V-SRV-75,,True,True,00:50:56:b4:d5:df,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-WIN-02,poweredOn,False,,,Network adapter 1,V-TI-10,,True,True,00:50:56:86:2b:b0,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-BAN-ADMP-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:2a:d5,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,,,,,,,
T-WIN-10,poweredOn,False,,,Network adapter 1,V-ESTUDIANTES-100,,True,True,00:50:56:b4:35:1c,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-WIN-10,poweredOn,False,,,Network adapter 2,V-LAB-224,,False,True,00:50:56:86:08:2e,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-WIN-10,poweredOn,False,,,Network adapter 3,V-SWTICH-21,,False,True,00:50:56:86:4f:52,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-SSB-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:77:d0,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
D-CUSTOM-02,poweredOn,False,,,Network adapter 1,V-HUBI-JAIL-79,,True,True,00:50:56:b4:f6:83,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-ACR-CLOUD-02,poweredOn,False,,,Network adapter 1,VM Network,,True,True,00:50:56:86:3c:51,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-06,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:b4:ea,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
D-HUBI-LNX-02,poweredOn,False,,,Network adapter 1,V-HUBI-JAIL-79,,True,True,00:50:56:b4:4e:7e,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-BATCH-01,poweredOn,False,,,Network adapter 2,V-SRV-BAN-85,,True,True,00:50:56:86:55:c2,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:3b:ac,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:27:80,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-ORPHEUS-01,poweredOff,False,,,Network adapter 1,V-SRV-64,,False,True,00:50:56:b4:81:53,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:35:d5,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
P-WIN-ADM-01,poweredOff,False,,,Network adapter 1,V-TI-10,,False,True,00:50:56:86:e2:40,vim.vm.device.VirtualE1000e,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
P-WIN-ADM-01,poweredOff,False,,,Network adapter 2,V-ESTUDIANTES-100,,False,True,00:50:56:86:bb:e8,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:c4:be,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-RESERVAS-C7-01,poweredOn,False,,,Network adapter 1,V-SRV-64,,True,True,00:50:56:86:4a:50,vim.vm.device.VirtualE1000,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,Network adapter 1,V-SRV-BAN-85,,True,True,00:50:56:b4:3d:81,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,Network adapter 1,V-SRV-64,,True,True,00:50:56:b4:41:ac,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-HUBI-PYTHON-OLNX-01,poweredOn,False,,,Network adapter 1,V-HUBI-JAIL-79,,True,True,00:50:56:b4:57:46,vim.vm.device.VirtualVmxnet3,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
