Switch,Datacenter,Name,Vendor,Version,Description,Created,Host members,Max Ports,# Ports,# VMs,In Traffic Shaping,In Avg,In Peak,In Burst,Out Traffic Shaping,Out Avg,Out Peak,Out Burst,CDP Type,CDP Operation,LACP Name,LACP Mode,LACP Load Balance Alg.,Max MTU,Contact,Admin Name,Object ID,Backup status,ClusterInvariantVMMId,Last backup,VI SDK Server,VI SDK UUID
USFQ-DVS,USFQ,,,8.0.0,,,1,,641,,,,,,,,,,,,,,,,,,,,,,,
