VM,Powerstate,Template,SRM Placeholder,Disk Key,Disk,Capacity MiB,Consumed MiB,Free MiB,Free %,Internal Sort Column,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server,VI SDK UUID
T-BAN-APP-02,poweredOn,False,,,/usr,14990,6812,8178,54.6,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/u01,61336,50579,10757,17.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/var,55950,4781,51169,91.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/home,14990,3339,11651,77.7,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/boot,1014,468,546,53.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/opt,9990,1756,8234,82.4,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/tmp,9990,103,9887,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-02,poweredOn,False,,,/opt/sentinelone/rpm_mount,55950,4781,51169,91.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/,19990,212,19778,98.9,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/usr,14990,6837,8153,54.4,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/tmp,9990,103,9887,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/home,14990,6422,8568,57.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/u01,61336,52642,8694,14.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/boot,1014,468,546,53.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/var,96910,7058,89852,92.7,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/opt,9990,1915,8075,80.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,96910,7058,89852,92.7,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/,19990,212,19778,98.9,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/usr,14990,6846,8144,54.3,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/tmp,9990,103,9887,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/opt,9990,1787,8203,82.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/u01,61336,32398,28938,47.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/var,55950,4573,51377,91.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/boot,1014,468,546,53.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/home,14990,1407,13583,90.6,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-APP-03,poweredOn,False,,,/opt/sentinelone/rpm_mount,55950,4573,51377,91.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/,19990,212,19778,98.9,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/usr,14990,6849,8141,54.3,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/opt,9990,1830,8160,81.7,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/boot,1014,470,544,53.6,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/u01,61336,26397,34939,57.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/tmp,9990,103,9887,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/var,40950,4720,36230,88.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/home,14990,4458,10532,70.3,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ETHOS-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,40950,4720,36230,88.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-RESERVAS-C7-01,poweredOn,False,,,/,101078,55509,45569,45.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-RESERVAS-C7-01,poweredOn,False,,,/home,143533,117560,25973,18.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-RESERVAS-C7-01,poweredOn,False,,,/boot,1014,289,725,71.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-RESERVAS-C7-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,101078,55509,45569,45.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/,19990,212,19778,98.9,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/usr,11990,6656,5334,44.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/var,14990,4134,10856,72.4,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/u02,307042,261376,45666,14.9,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/u01,40860,1704,39156,95.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/boot,1014,468,546,53.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/tmp,9990,103,9887,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/opt,9990,1847,8143,81.5,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/home,14990,1503,13487,90.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-BAN-ESM-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,14990,4134,10856,72.4,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,/,64956,7012,57944,89.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,/boot,1014,468,546,53.8,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,/boot/efi,598,6,592,99.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,/home,31712,18332,13380,42.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-APP-REDCAP-OLN-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,64956,7012,57944,89.2,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-HUBI-PYTHON-OLNX-01,poweredOn,False,,,/,102441,15225,87216,85.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-HUBI-PYTHON-OLNX-01,poweredOn,False,,,/boot,2550,485,2065,81.0,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
T-HUBI-PYTHON-OLNX-01,poweredOn,False,,,/opt/sentinelone/rpm_mount,102441,15225,87216,85.1,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,,,,,,,
