Name,OS type,API type,API version,Version,Patch level,Build,Fullname,Product name,Product version,Product line,Vendor,VI SDK Server,VI SDK UUID
https://p-vc-01.usfq.edu.ec,VirtualCenter,VirtualCenter,8.0.2.0,8.0.2.0,,24321653,,,,,,https://p-vc-01.usfq.edu.ec,b4509789-2388-4298-aee8-97cf83caf1ba
