VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspended To Memory,Suspend time,Suspend Interval,Creation date,Change Version,CPUs,Overall Cpu Readiness,Memory,Active Memory,NICs,Disks,Total disk capacity MiB,Fixed Passthru HotPlug,min Required EVC Mode Key,Latency Sensitivity,Op Notification Timeout,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder ID,Folder,vApp,DAS protection,FT State,FT Role,FT Latency,FT Bandwidth,FT Sec. Latency,Vm Failover In Progress,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Reboot PowerOff,EFI Secure boot,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup status,ClusterInvariantVMMId,Last backup,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,Customization Info,Guest Detailed Data,VM ID,SMBIOS UUID,VM UUID,VI SDK Server type,VI SDK API Version,VI SDK Server,VI SDK UUID
P-IMP-DBF-01,poweredOn,False,,,,,,,,,,,,,,8,,16384,,,,,,,,,,,172.21.75.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 3.x Linux (64-bit),,,,,,42343d77-0841-b858-a618-d9fe5c72cbc1,,,,50340a4a-4540-9d1a-c993-957f935b5949
P-MINEMELDPA-01,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,172.21.75.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234f950-35d8-3012-5ab0-db8a6d5e3e6f,,,,5034c88c-415b-057e-57e9-bfa586bb5053
P-NG-01,poweredOn,False,,,,,,,,,,,,,,12,,24576,,,,,,,,,,,172.21.75.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4206abba-7c1d-40ee-6a6f-7d6a60084ed5,,,,50060ba5-7589-397a-91c6-2da363b2396a
P-DB-GALERA-OL9-01,poweredOn,False,,,,,,,,,,,,,,8,,8192,,,,,,,,,,,172.21.65.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,,,4206b465-aa07-99d6-72dc-ebac45e67101,,,,500694b4-a643-ceb7-c632-dc0e37d74576
P-APP-PASEC-OLN-01,poweredOn,False,,,,,,,,,,,,,,4,,4096,,,,,,,,,,,172.21.65.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42346642-bb33-a022-d534-3acfe74d6527,,,,50344691-b065-308c-9774-dad440728f33
P-APP-REDCAP-OLN-01,poweredOn,False,,,,,,,,,,,,,,2,,4096,,,,,,,,,,,172.21.67.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42347d24-890b-44ec-c338-97eea492b889,,,,5034cfa2-b6dd-0855-e55d-9ee1689ffe32
P-BAN9-APP-01-CL,poweredOff,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,oracleLinux8_64Guest,,,,,,4206a87a-160d-2ab1-f062-df6a9bf284da,,,,50062d2f-e22f-3e1f-a614-9fec925fdec5
P-GITLAB-OLNX-01,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,172.21.75.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,,,42349bc8-3ece-807e-377d-c28bafe293cf,,,,503464cc-19a5-e730-6ab6-0d66b3591375
P-IMP-MX-WAF-01,poweredOn,False,,,,,,,,,,,,,,12,,24576,,,,,,,,,,,172.21.75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,,,42067259-4d1d-a60b-8f34-6c8ced8eb193,,,,5006ce15-a377-95e2-2902-96c088cf432f
P-GEOCENTRO-OLNX-01,poweredOn,False,,,,,,,,,,,,,,4,,12288,,,,,,,,,,,172.21.65.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234110d-5aea-ff7b-db23-5b02e76c1cac,,,,5034c0d7-39ab-1ed7-b638-4d82ed275b9c
P-IMP-MX-DBF-01,poweredOn,False,,,,,,,,,,,,,,12,,24576,,,,,,,,,,,172.21.75.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 3.x Linux (64-bit),,,,,,4234fa28-5a79-ae96-6353-082316ed465d,,,,50345801-6143-7cba-120c-13b2522f7d83
P-GI-01,poweredOn,False,,,,,,,,,,,,,,8,,24576,,,,,,,,,,,172.21.75.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Red Hat Enterprise Linux 8 (64-bit),,,,,,42346820-bc40-399b-8ee6-84e5d9f39a19,,,,50349907-09c2-18c0-0c6d-31b8f4769afc
P-ZB-FE-01,poweredOn,False,,,,,,,,,,,,,,8,,18432,,,,,,,,,,,172.21.74.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42349136-e9a5-8622-b8b3-44294dc25d5c,,,,5034d155-867e-fd43-319c-0c5410e3da38
P-HUBI-LNX-01,poweredOn,False,,,,,,,,,,,,,,8,,28672,,,,,,,,,,,172.21.79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 7 (64-bit),,,,,,4234a791-3340-609c-f99d-0479534d44b3,,,,5034aaee-6c36-2744-0d20-7ef9de3e35d2
P-BAN9-ADMP-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4206dade-20c5-cc89-1188-0de06b0a3be8,,,,5006be36-cc1c-8207-a82a-9214a3751cb1
P-RADIUS-01,poweredOn,False,,,,,,,,,,,,,,8,,16384,,,,,,,,,,,172.21.75.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Ubuntu Linux (64-bit),,,,,,423479ac-59d3-fef7-efd3-265d1006def1,,,,50342412-cab1-9954-3666-ffcc608f0194
P-BAN9-APP-02,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42061490-df56-2a78-be56-63502fef1fa6,,,,5006c8fb-3f29-f745-cdfe-936c930be5cd
T-APP-INFOREDESTI-01,poweredOn,False,,,,,,,,,,,,,,2,,3072,,,,,,,,,,,172.21.77.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,,,42067476-c352-ef98-7594-35b81b2c30d3,,,,5006e920-f09c-5c33-7075-273be9e1f17a
P-WEBWORK-01,poweredOn,False,,,,,,,,,,,,,,2,,16384,,,,,,,,,,,172.21.67.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Ubuntu Linux (64-bit),,,,,,42060956-1839-0cd6-d84d-efaca69e9825,,,,50061de6-e924-120b-dacc-5c88f6f8e049
P-APP-ANSIBLE-OL9-01,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,172.21.74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 9 (64-bit),,,,,,4206a49f-49dd-99f2-d46b-08a94272ff1a,,,,500636c5-4294-5300-4091-6f448efdbb58
P-NTP-01,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,172.21.77.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42060295-28eb-4f14-9706-8c5dece257c7,,,,5006fa9c-8fb7-0255-7cdc-79659c7901e0
P-BAN9-APP-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42062aab-a682-e143-4ed7-0b9c839f923f,,,,500623e9-5114-4189-395b-c66cf9fb341b
P-FIN-MS-01,poweredOn,False,,,,,,,,,,,,,,8,,16384,,,,,,,,,,,172.21.80.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,423459e8-1fbc-2090-dbef-fd283b0431d3,,,,5034add2-ac81-216e-053c-08a30d61758e
P-ACR-CLOUD-02,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,10.78.78.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 6.x or later Linux (64-bit),,,,,,4206f175-54b6-45bb-20b7-d90798d58cc1,,,,50064f43-8cb3-1d7f-7567-b863ad07290b
P-EDUROAM-01,poweredOn,False,,,,,,,,,,,,,,4,,2048,,,,,,,,,,,172.21.75.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,,,42342884-1f74-7bda-90b4-619b118cfedf,,,,50342bc5-0f8c-9110-4273-2b30bccda3ce
P-WWW4-OL-01,poweredOff,False,,,,,,,,,,,,,,8,,32768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,423414cd-aeed-c317-2ad7-3319b1676ae3,,,,5034f0ec-7c95-9bf9-5036-c0c054e33a86
P-BAN9-SSB-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4206e807-646e-e6a5-5535-9f6f2415dbc4,,,,50063bdb-e4e3-453b-9e0c-060279d231c7
P-IMP-GW-WAF-01A,poweredOn,False,,,,,,,,,,,,,,16,,32768,,,,,,,,,,,172.21.76.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,,,4234e3fe-e59c-c432-e72a-0f75d584974a,,,,50343155-adb2-2c0a-d6d8-faeadf2678a4
P-WS-EXT-02,poweredOn,False,,,,,,,,,,,,,,12,,49152,,,,,,,,,,,172.21.74.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Microsoft Windows Server 2019 (64-bit),,,,,,4234a6bd-bbb2-630e-3b66-b042170b6f25,,,,5034008a-fc5e-596b-1235-3db97af6af66
P-ACR-CLOUD-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,10.78.78.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 6.x or later Linux (64-bit),,,,,,4206c5b4-1050-5bd3-eff1-ef242347f64e,,,,5006bc99-81b4-e948-4454-e98ee1fe1221
P-EXPEDITION-PA-01,poweredOn,False,,,,,,,,,,,,,,2,,2048,,,,,,,,,,,172.21.75.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Ubuntu Linux (64-bit),,,,,,4234070f-57ab-c9e6-591a-1705978685e0,,,,5034741d-9f05-91c6-5d17-1b74d7a9238f
P-ZB-HAPROXY-01,poweredOn,False,,,,,,,,,,,,,,12,,12288,,,,,,,,,,,172.21.74.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42341278-2245-a04c-40a3-650f2c714b75,,,,50344779-d224-935b-456f-05933a56fd07
P-QUALYS-SCAN-01,poweredOn,False,,,,,,,,,,,,,,6,,12288,,,,,,,,,,,172.21.75.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Other 2.6.x Linux (32-bit),,,,,,423471bc-7dd2-87dc-bbd1-c1935545626b,,,,50340415-b437-d1b4-4697-13f6d9f0364f
P-FW-INV-01,poweredOn,False,,,,,,,,,,,,,,2,,5632,,,,,,,,,,,127.131.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,CentOS 4/5/6/7 (64-bit),,,,,,42064c6b-c0ab-acbc-6f71-181092a0f0f8,,,,5006e7aa-06ac-a90c-e480-c99062c527c6
P-CUSTOM-OLNX-01,poweredOn,False,,,,,,,,,,,,,,8,,12288,,,,,,,,,,,172.21.79.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42348b7a-bdf3-9b98-31f3-c5d16591d47d,,,,50340f89-beef-1698-588c-fcdbb59b7dcc
P-ZB-DB-01,poweredOn,False,,,,,,,,,,,,,,16,,40960,,,,,,,,,,,172.21.74.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-PRODUCCION,p-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234bbda-abfc-8e1a-2a92-d8b5d190b059,,,,503444f7-8197-4da3-8c2e-b9d6f08d65bb
S2-P-AD-DS-04,poweredOn,False,,,,,,,,,,,,,,8,,24576,,,,,,,,,,,172.21.75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,Microsoft Windows Server 2019 (64-bit),,,,,,4206503f-0c95-1eec-0dff-9b55e758e56e,,,,50066faf-986a-b9ea-3e04-fdfd575c8a2e
S2-P-ZB-DB-01,poweredOff,False,,,,,,,,,,,,,,4,,12288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,other26xLinux64Guest,,,,,,4234a870-6ce3-faf3-1999-dadc95db8766,,,,50343f37-219b-86fb-6b9a-531aa52f3367
S2-P-ZB-FE-01-S,poweredOff,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,other26xLinux64Guest,,,,,,42344a12-13b6-633c-ac07-b36da50ad983,,,,50343430-814f-0420-dd56-177bde36ad1f
S-ACR-CLOUD-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,10.78.78.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,Other 6.x or later Linux (64-bit),,,,,,42064c88-55df-28bb-f60c-e3eded223aaf,,,,5006f51c-904e-82f2-ffa0-baa8d1e97a37
S3-LNX-ROUTER-01,poweredOn,False,,,,,,,,,,,,,,2,,8192,,,,,,,,,,,10.78.78.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42345e70-6ad5-d926-7aa6-0646dbbd3ec7,,,,5034d1cb-390c-6126-e1a9-2ceb493e40e7
S3-PA-02,poweredOn,False,,,,,,,,,,,,,,2,,5632,,,,,,,,,,,10.78.78.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,CentOS 4/5/6/7 (64-bit),,,,,,423463e2-bebd-92d2-4d00-7be04ebac9fb,,,,5034a2d8-e60f-c1c7-121e-d417c79749eb
S1-P-PA-02,poweredOff,False,,,,,,,,,,,,,,2,,5632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,PanOS 10.1.9,,,,,,423425bb-8c88-9693-be1d-f035ab61a941,,,,5034951a-7957-5e93-d3ba-03a6ec5b1159
S2-PA-01,poweredOn,False,,,,,,,,,,,,,,6,,24576,,,,,,,,,,,10.78.78.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,CentOS 4/5/6/7 (64-bit),,,,,,4234b07f-393b-06f3-7085-0d58c9cc2213,,,,50347d64-8174-5c71-e177-fd2547d1e916
S-WIN-TEST,poweredOn,False,,,,,,,,,,,,,,2,,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,windows2019srv_64Guest,,,,,,4206cd4a-e5d9-65a2-6e73-a50038b7742b,,,,50065cda-2b7d-79e1-8044-1baacdd0daa6
S2-LNX-ROUTER-01,poweredOn,False,,,,,,,,,,,,,,2,,8192,,,,,,,,,,,172.21.79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234be14-2cfb-6c1b-878d-0dfa7ecf853e,,,,50342f78-e984-c8f3-9c47-187faa5826ea
T-EVE-01,poweredOn,False,,,,,,,,,,,,,,10,,24576,,,,,,,,,,,172.21.40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-01.usfq.edu.ec,Ubuntu Linux (64-bit),,,,,,4206e282-b4f3-c19f-25db-6dee371c57db,,,,50061009-97f5-2696-1255-a7c4a308017b
S2-P-NG-01_1,poweredOff,False,,,,,,,,,,,,,,12,,24576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-SANDBOX,s-esx-02.usfq.edu.ec,other26xLinux64Guest,,,,,,4206cec7-bd94-7db0-bb7f-2fa3bd9300e1,,,,50061a44-9525-74bb-1c3c-53d9ecbf9fea
T-GITLAB-OLNX-01,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,172.21.64.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,CentOS 7 (64-bit),,,,,,4206e4c8-7878-da40-7271-dc6879e2fd4d,,,,500662eb-9eb5-41dc-76d4-ee6243a492da
T-BAN-APP-04,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42349488-4481-dbac-5e3d-e87c86691cc6,,,,503427f1-b8a7-9aae-0583-bb148538b982
T-ACR-CLOUD-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,10.78.78.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Other 6.x or later Linux (64-bit),,,,,,42062078-590a-280b-abf3-a48435da443b,,,,5006e103-246a-89bd-dd84-f3b56a579f69
T-BAN-BEPBRIM-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42343e95-9a7a-9d8e-868e-9f5ca1021b56,,,,5034e992-1a63-d1e9-aae0-65277acd1a6a
T-VM-PA-01,poweredOn,False,,,,,,,,,,,,,,12,,18432,,,,,,,,,,,10.78.78.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,CentOS 4/5 (64-bit),,,,,,420681e1-5bec-416e-e425-eb04d3fa5898,,,,5006fb88-602e-6a57-67d0-ea152590b7b8
D-CUSTOM-01,poweredOn,False,,,,,,,,,,,,,,8,,12288,,,,,,,,,,,172.21.79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,423471f1-2494-7dba-d451-29b8470720c5,,,,5034ec9f-fe95-9c95-240a-ac7c2a49b3a7
T-FIN-MS-01,poweredOn,False,,,,,,,,,,,,,,2,,8192,,,,,,,,,,,172.21.80.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234c2ba-e2e4-4151-e3c9-e508632241d3,,,,50340d57-d7f0-5952-3512-1534d37d13d8
T-POC-LUMU-01,poweredOff,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Ubuntu Linux (64-bit),,,,,,4206cb45-f318-de89-8de8-60f5576a514d,,,,5006192e-ce0e-be8b-ca31-6a383c42a66c
T-BAN-APP-05,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42345d8f-a3a6-d0bb-5fdd-eecd0099cdfc,,,,50347a7b-e862-cbde-ee5c-8cdd045d8246
P-ANS-01,poweredOn,False,,,,,,,,,,,,,,2,,8192,,,,,,,,,,,172.21.75.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 7 (64-bit),,,,,,423493e0-6f6d-b6a1-dc30-e1efb751a1dc,,,,50349c71-e717-000f-442c-9f86413e56ac
T-WIN-02,poweredOn,False,,,,,,,,,,,,,,2,,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,windows2019srv_64Guest,,,,,,4206c918-054e-f698-113a-f1a9cb6b0cf9,,,,50066641-e47e-600f-85fe-ab0d5e052e78
T-BAN-ADMP-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-02.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,4234e8f3-2d87-9b49-96a1-153e417ce678,,,,5034213b-2202-ef02-3639-3f22e2a9c080
T-WIN-10,poweredOn,False,,,,,,,,,,,,,,4,,8192,,,,,,,,,,,192.168.85.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,Microsoft Windows 10 (64-bit),,,,,,42340efb-098b-f79c-b8db-e39f29d81b75,,,,50342a4c-47b4-420a-cbfe-a1cd1187e52d
T-BAN-SSB-01,poweredOn,False,,,,,,,,,,,,,,4,,16384,,,,,,,,,,,172.21.85.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USFQ,USFQ-TEST,t-esx-01.usfq.edu.ec,Oracle Linux 8 (64-bit),,,,,,42341d93-4b17-92e9-b4f9-22a2d61ee850,,,,50348d19-d055-2320-6f00-b0744ff369e0
